city,lat,lng,population
Cape Town,-33.9250,18.4250,433688
Tirana,41.3300,19.8200,418495
Wellington,-41.2889,174.7772,418500
Dodoma,-6.1835,35.7460,410956
Halifax,44.6475,-63.5906,403131
Bissau,11.8592,-15.5956,395954
Canberra,-35.2931,149.1269,381488
Juba,4.8500,31.6000,372410
Yamoussoukro,6.8161,-5.2742,355573
Victoria,48.4283,-123.3647,335696
Maseru,-29.3100,27.4800,330790
Nicosia,35.1725,33.3650,330000
Windhoek,-22.5700,17.0836,322500
Port Moresby,-9.4789,147.1494,317374
Porto-Novo,6.4833,2.6167,300000
Sucre,-19.0431,-65.2592,300000
San Jose,9.9333,-84.0833,288054
Ljubljana,46.0500,14.5167,286745
Sarajevo,43.8563,18.4132,275524
Nassau,25.0667,-77.3333,274400
Bloemfontein,-29.1000,26.2167,256185
Fort-de-France,14.6104,-61.0800,253995
New Delhi,28.6139,77.2090,249998
Gaborone,-24.6569,25.9086,231626
Paramaribo,5.8667,-55.1667,223757
Dili,-8.5536,125.5783,222323
Male,4.1750,73.5083,133019
Georgetown,6.7833,-58.1667,200500
Gibraltar,36.1324,-5.3781,187083
Saint-Denis,-20.8789,55.4481,190047
Malabo,3.7521,8.7737,187302
Podgorica,42.4397,19.2661,174515
Manama,26.2250,50.5775,157474
Port Louis,-20.1667,57.5000,149194
Willemstad,12.1080,-68.9350,150000
Bern,46.9480,7.4474,133798
Papeete,-17.5334,-149.5667,131695
Luxembourg,49.6106,6.1328,128512
Reykjavik,64.1475,-21.9350,128793
Praia,14.9177,-23.5092,127832
Sri Jayewardenepura Kotte,6.9000,79.9164,115826
Bridgetown,13.0975,-59.6167,110000
Moroni,-11.7036,43.2536,111329
Thimphu,27.4833,89.6333,104000
Mbabane,-26.3208,31.1617,94874
Noumea,-22.2625,166.4443,93060
Honiara,-9.4333,159.9500,84520
Suva,-18.1333,178.4333,88271
Ankara,39.9300,32.8500,77168
Castries,14.0167,-60.9833,70000
Cayenne,4.9330,-52.3300,61550
Sao Tome,0.3333,6.7333,56166
Port-Vila,-17.7333,168.3167,51437
Hamilton,32.2942,-64.7839,52320
Bandar Seri Begawan,4.9167,114.9167,50000
Monaco,43.7396,7.4069,36371
Gitega,-3.4283,29.9250,41944
Port of Spain,10.6667,-61.5167,37074
Apia,-13.8333,-171.8333,37708
Tarawa,1.3382,173.0176,28802
Oranjestad,12.5186,-70.0358,34980
Saint Helier,49.1858,-2.1100,33522
Banjul,13.4531,-16.5775,31356
Mamoudzou,-12.7871,45.2750,32057
Majuro,7.0918,171.3802,30000
Douglas,54.1500,-4.4819,27938
George Town,19.2866,-81.3744,27704
Victoria,-4.6236,55.4544,26450
Kingstown,13.1667,-61.2333,25000
Andorra la Vella,42.5000,1.5000,22615
Saint John's,17.1211,-61.8447,21926
Nuku`alofa,-21.1347,-175.2083,23221
Ashgabat,37.9500,58.3833,19426
Nuuk,64.1750,-51.7333,18326
Belmopan,17.2500,-88.7675,17222
Roseau,15.3000,-61.3833,16582
Basseterre,17.2983,-62.7342,13220
Torshavn,62.0000,-6.7833,13326
Pago Pago,-14.2740,-170.7046,12576
Valletta,35.8978,14.5125,6444
Gaza,31.5069,34.4560,
Grand Turk,21.4664,-71.1360,5801
Palikir,6.9178,158.1850,6227
Funafuti,-8.5243,179.1942,6025
Vaduz,47.1397,9.5219,5668
Lobamba,-26.4465,31.2064,5800
Avarua,-21.2070,-159.7710,5445
Saint George's,12.0444,-61.7417,4315
San Marino,43.9320,12.4484,4040
Al Quds,31.7764,35.2269,
Capitol Hill,15.2137,145.7546,2500
Stanley,-51.7000,-57.8500,2213
Vatican City,41.9033,12.4534,825
Alofi,-19.0560,-169.9210,1611
Basse-Terre,16.0104,-61.7055,307
Hagta,13.4745,144.7504,1051
Marigot,18.0706,-63.0847,
Jamestown,-15.9251,-5.7179,714
Brades,16.7928,-62.2106,391
Philipsburg,18.0256,-63.0492,
Yaren,-0.5477,166.9209,
Pristina,42.6633,21.1622,
Gustavia,17.8958,-62.8508,
Road Town,18.4167,-64.6167,
Ngerulmud,7.5006,134.6242,271
Saint-Pierre,46.7811,-56.1764,
The Valley,18.2167,-63.0500,
Mata-Utu,-13.2825,-176.1736,
Kingston,-29.0569,167.9617,
Longyearbyen,78.2167,15.6333,
Tifariti,26.0928,-10.6089,
Adamstown,-25.0667,-130.0833,
Flying Fish Cove,-10.4167,105.7167,
King Edward Point,-54.2833,-36.5000,
Bareilly,28.3640,79.4150,1000000
Quang Ha,16.0600,108.2500,1000000
Xingcheng,24.1681,115.6669,993000
Dongtai,32.8534,120.3037,990306
Al Mansurah,31.0500,31.3833,960423
Yingcheng,24.1878,113.4042,986400
Chiba,35.6073,140.1064,981738
Pekanbaru,0.5333,101.4500,983356
Luocheng,22.7645,111.5745,984100
Dnipro,48.4675,35.0400,980948
Danyang,31.9948,119.5750,980662
Natal,-6.9838,-60.2699,980588
Nada,19.5000,109.5833,977700
Zamboanga City,6.9167,122.0833,977234
Kirkuk,35.4667,44.4000,975000
Naples,40.8333,14.2500,966144
Wuchuan,21.4283,110.7749,972400
Huilong,31.8131,121.6574,972525
Morelia,19.7683,-101.1894,962555
Cebu City,10.2930,123.9020,964169
Shaoxing,30.0000,120.5833,961200
Coimbatore,11.0000,76.9667,959823
Santo Domingo Este,18.4855,-69.8734,948855
Setagaya,35.6464,139.6533,940509
Songnam,37.4386,127.1378,948757
Taishan,22.2486,112.7850,953900
Fangchenggang,21.6000,108.3000,953300
Solapur,17.6715,75.9104,951558
Tangier,35.7767,-5.8039,947952
Anqiu,36.3619,119.1072,947723
Feicheng,36.1860,116.7720,946627
Kermanshah,34.3167,47.0686,945651
Kitakyushu,33.8833,130.8833,935084
Meishan,34.1736,112.8390,936000
Khartoum North,15.6333,32.6333,936349
Kisangani,0.5153,25.1911,935977
Aguascalientes,21.8760,-102.2960,934424
Marrakech,31.6295,-7.9811,928850
Donetsk,48.0089,37.8042,929063
Trujillo,-8.1119,-79.0289,919899
Taihe,30.8706,105.3784,924531
Trichinopoly,10.8269,78.6928,916857
Xin'an,34.3662,118.3369,920628
Taihecun,45.7680,131.0063,920471
Naucalpan de Juarez,19.4753,-99.2378,913681
Owerri,5.4833,7.0333,908109
Padang,-0.9556,100.3606,914970
Qingzhou,36.6967,118.4797,914047
Lichuan,30.2965,108.9378,913700
Daye,30.1003,114.9699,909724
Hengzhou,22.6896,109.2674,908400
Campo Grande,-20.4686,-54.6222,906092
Zhuanghe,39.6896,122.9664,905852
Bobo-Dioulasso,11.1833,-4.2833,903887
Ad Dammam,26.4333,50.1000,903312
Lhasa,29.6458,91.1408,902500
Jiaozhou,36.2481,119.9625,900500
Taguig City,14.5167,121.0500,886722
Merida,20.9700,-89.6200,892363
Yangchun,22.1717,111.7846,891800
Bucheon,37.4989,126.7831,867678
Dengtalu,36.0819,114.3481,887000
Antipolo,14.5842,121.1763,887399
Hubli,15.3619,75.1231,890000
Abeokuta,7.1500,3.3500,888924
Cancun,21.1606,-86.8475,888797
Krasnodar,45.0333,38.9833,881476
Natal,-5.7950,-35.2089,877662
Chihuahua,28.6353,-106.0889,878062
Klang,3.0333,101.4500,878000
Turin,45.0667,7.7000,870952
Ar Ramadi,33.4258,43.2992,874543
Laiyang,36.9758,120.7136,874127
Sale,34.0500,-6.8167,850403
Jalandhar,31.3256,75.5792,873725
Kaifeng Chengguanzhen,34.8519,114.3481,872000
Ikeja,6.6186,3.3426,861300
Malang,-7.9800,112.6200,866118
Marseille,43.2964,5.3700,868277
Saltillo,25.4333,-101.0000,864431
Gaomi,36.3833,119.7500,868715
Ipoh,4.6000,101.0700,866772
Hai'an,32.5320,120.4604,866337
Oran,35.6969,-0.6331,852000
Hermosillo,29.0989,-110.9542,855563
Weichanglu,37.1792,119.9333,859424
Shache,38.4261,77.2500,851374
Leping,28.9632,117.1203,852800
Hailun,47.4585,126.9632,850000
Macheng,31.1817,115.0189,849090
Akure,7.2500,5.1950,847903
Ilorin,8.5000,4.5500,847582
Teresina,-5.0949,-42.8042,847430
Yuci,37.6823,112.7281,840000
Saratov,51.5333,46.0000,845300
Erbil,36.1911,44.0094,846000
Iguacu,-22.7400,-43.4700,844583
Pasig City,14.5750,121.0833,803159
Denpasar,-8.6667,115.2167,834881
Dehui,44.5323,125.6965,839786
Bhubaneshwar,20.2644,85.8281,837737
Tongchuan,34.9057,108.9422,834437
Cheongju,36.6372,127.4897,833276
Warri,5.5167,5.7500,830106
Pointe-Noire,-4.7889,11.8653,829134
Sakai,34.5667,135.4833,823523
Rongjiawan,29.1409,113.1087,826000
Butterworth,5.3992,100.3639,821652
Renqiu,38.7094,116.1008,822455
Xindi,29.8182,113.4653,819446
Wu'an,36.6941,114.1847,819000
Sao Bernardo do Campo,-23.6939,-46.5650,816925
Gaoyou,32.7847,119.4432,811800
Culiacan,24.8069,-107.3939,808416
Hejian,38.4451,116.0897,810306
Yiyang,26.4103,112.3913,810447
Puxi,35.2125,114.7350,809535
Zijinglu,34.7513,112.9854,807857
Joao Pessoa,-7.1200,-34.8800,801718
Queretaro,20.5875,-100.3928,801940
Abaete,-19.1583,-45.4522,800000
Palermo,2.8883,-75.4339,800000
Qingping,34.5380,113.3796,797200
Valencia,39.4700,-0.3764,789744
Niigata,37.9161,139.0364,790646
Leeds,53.7997,-1.5492,789194
Moradabad,28.8437,78.7548,787000
Hamamatsu,34.7167,137.7333,788211
Xiangxiang,27.7389,112.5223,787216
Chaohucun,31.6783,117.7353,782000
Fuyang,30.0553,119.9500,771000
Homs,34.7333,36.7167,775404
Lubango,-14.9167,13.5000,776249
San Luis Potosi,22.1511,-100.9761,772828
Cencheng,22.9297,111.0186,772113
Dali,25.7003,100.1564,771128
Hamhung,39.9167,127.5333,768551
Krakow,50.0614,19.9372,766739
Frankfurt,50.1136,8.6797,764104
Al `Ayn,24.2075,55.7447,766936
Songzi,30.1772,111.7732,765911
Laixi,36.8667,120.5333,762900
Bahawalpur,29.3956,71.6722,762111
Zhongba,31.7761,104.7406,762140
Kaduna,10.5105,7.4165,760084
Qingnian,36.8494,115.7061,760781
Xinhualu,34.3962,113.7249,758079
Nerima,35.7500,139.6167,742463
Guangshui,31.6189,113.8229,755910
Tlajomulco de Zuniga,20.4736,-103.4431,727750
Samarinda,-0.5022,117.1536,753370
Pietermaritzburg,-29.6009,30.3796,750845
Changhua,24.0667,120.5333,750000
Kolhapur,16.7000,74.2333,750000
Sizhan,39.0099,106.3694,751389
Ciudad Guayana,8.3596,-62.6517,751331
Cucuta,7.9075,-72.5047,750000
Licheng,31.4174,119.4786,749522
Ota-ku,35.5614,139.7161,737187
Thiruvananthapuram,8.5000,76.8997,743691
Tyumen,57.1500,65.5333,744554
Nampula,-15.1167,39.2667,743000
Zaporizhzhia,47.8378,35.1383,741717
Chengguan,35.5256,113.6976,740435
Kumamoto,32.8031,130.7078,738385
Nehe,48.4800,124.8738,740000
Zunhua,40.1881,117.9593,737011
Valenzuela,14.7000,120.9833,714978
Orumiyeh,37.5486,45.0675,736224
Wugang,26.7345,110.6293,734870
Osogbo,7.7597,4.5761,731000
Shuangqiao,35.0833,112.5833,733000
Comodoro Rivadavia,-45.8667,-67.5000,730266
Cagayan de Oro,8.4833,124.6500,728402
Langzhong,31.5504,105.9938,728935
Qian'an,40.0059,118.6973,728160
Lviv,49.8419,24.0315,724314
Zouping,36.8625,117.7424,726722
An Najaf,32.0290,44.3396,724700
Sagamihara,35.5667,139.3667,722973
Mississauga,43.6000,-79.6500,721599
Okayama,34.6500,133.9167,720043
Anlu,31.2575,113.6783,720000
Changsha,22.3762,112.6877,717700
Torreon,25.5394,-103.4486,716672
Shihezi,44.3000,86.0333,717000
George Town,5.4145,100.3292,708127
Enugu,6.4403,7.4942,715774
Soledad,10.9200,-74.7700,698852
Jaboatao,-8.1803,-35.0014,702621
Yanggok,37.6367,127.2142,713321
Yatou,37.1653,122.4867,714211
Santo Andre,-23.6572,-46.5333,710210
Xichang,27.8983,102.2706,712434
Bhiwandi,19.3000,73.0667,709665
City of Paranaque,14.4667,121.0167,689992
Dasmarinas,14.3294,120.9367,703141
Chengxiang,31.4515,121.1043,709500
Saharanpur,29.9640,77.5460,705478
Warangal,17.9756,79.6011,704570
Edogawa,35.6924,139.8757,690457
Osasco,-23.5328,-46.7919,694844
Dashiqiao,40.6328,122.5021,704891
Latakia,35.5236,35.7917,700000
Banjarmasin,-3.3190,114.5921,692793
Salem,11.6500,78.1667,693236
General Santos,6.1167,125.1667,697315
Hamah,35.1333,36.7500,696863
Bacoor,14.4624,120.9645,664625
Shishi,24.7355,118.6434,693000
Guadalupe,25.6775,-100.2597,691931
Adachi,35.7833,139.8000,682326
Qianxi,27.0284,106.0327,695947
Tolyatti,53.5167,49.4167,693072
Macau,22.2030,113.5450,568700
Bauchi,10.3158,9.8442,693700
Hamilton,43.2567,-79.8692,693645
Lodz,51.7769,19.4547,690422
Miluo Chengguanzhen,28.8049,113.0745,692080
Gaizhou,40.4019,122.3499,691595
Malegaon,20.5500,74.5500,690844
Karbala',32.6167,44.0333,690100
Leling,37.7333,117.2167,689867
Sao Jose dos Campos,-23.1789,-45.8869,688597
Sevilla,37.3900,-5.9900,684234
Jianshe,34.2189,113.7693,687130
Shizuoka,34.9756,138.3825,685589
Jingcheng,32.0058,120.2547,684360
Kochi,9.9667,76.2833,677381
Tasikmalaya,-7.3333,108.2000,678027
Rasht,37.2833,49.6000,679995
Xinmin,41.9952,122.8224,680000
Zhongshu,27.8116,106.4133,679624
Xigaze,29.2649,88.8799,679771
Gorakhpur,26.7611,83.3667,673446
As Sulaymaniyah,35.5500,45.4333,676500
Zaragoza,41.6500,-0.8833,675301
Acapulco de Juarez,16.8636,-99.8825,673478
Bahar,34.9069,48.4414,673405
Palermo,38.1111,13.3517,668405
Guankou,30.9933,103.6240,671200
Tlaquepaque,20.6167,-103.3167,664193
Mazatlan,23.2167,-106.4167,658354
Songyang,34.4603,113.0280,668592
Ch'ongjin,41.8000,129.7831,667929
Puyang Chengguanzhen,35.7004,114.9800,666322
Qionghu,28.8417,112.3595,667104
Ribeirao Preto,-21.1783,-47.8067,666323
Zhaodong,46.0635,125.9773,666532
Huambo,-12.7667,15.7333,665564
Wenchang,31.0540,116.9507,664455
Shulan,44.4079,126.9429,663403
Tlalnepantla,19.5367,-99.1947,653410
Catia La Mar,10.6038,-67.0303,661897
Sargodha,32.0836,72.6711,659862
Al Hufuf,25.3608,49.5997,660788
Durango,24.0167,-104.6667,654876
Jalingo,8.9195,11.3264,660213
Bouake,7.6833,-5.0331,659233
Sialkot City,32.5000,74.5333,655852
San Jose del Monte,14.8139,121.0453,651813
Ansan,37.3236,126.8219,652800
Lingbao Chengguanzhen,34.5221,110.8786,656571
Hwasu-dong,37.2000,126.7667,655350
Hue,16.4637,107.5908,652572
Shimoga,13.9167,75.5667,654055
Bulawayo,-20.1667,28.5667,653337
Xiping,25.6005,103.8166,652604
Sanhe,39.9808,117.0701,652042
Guntur,16.3000,80.4500,647508
Contagem,-19.9319,-44.0539,648766
Tiruppur,11.1075,77.3398,650000
Ch'onan,36.8064,127.1522,651661
Tripoli,34.4333,35.8333,530000
Honcho,35.6947,139.9825,641499
Dusseldorf,51.2311,6.7724,645923
Izhevsk,56.8500,53.2167,646277
Guixi,28.2861,117.2083,647240
Sorocaba,-23.5019,-47.4578,644919
Petaling Jaya,3.1073,101.6067,638516
Tengyue,25.0208,98.4972,644765
Wuxue,29.8518,115.5539,644247
Kikwit,-5.0333,18.8167,637736
Qufu,35.6000,116.9833,640498
Gaobeidian,39.3257,115.8678,640280
Ruiming,25.8833,116.0333,640600
Wroclaw,51.1100,17.0325,638586
Gold Coast,-28.0167,153.4000,638090
Xinshi,31.0236,113.1079,636776
Ta`izz,13.5789,44.0219,615467
Aracaju,-10.9167,-37.0500,632744
Cochabamba,-17.3935,-66.1570,632013
Jeonju,35.8219,127.1489,631532
Jin'e,29.3395,105.2868,633210
Barnaul,53.3567,83.7872,633301
Makati City,14.5500,121.0333,629616
Stuttgart,48.7761,9.1775,630305
Rotterdam,51.9225,4.4792,631155
Changping,40.2248,116.1944,614821
Benghazi,32.1167,20.0667,631555
Kryvyi Rih,47.9086,33.3433,629695
Raurkela,22.2492,84.8828,625831
Halwan,29.8419,31.3342,619293
Chimalhuacan,19.4167,-98.9000,614453
Xinxing,39.8734,124.1453,627475
Suohe,34.7879,113.3920,626700
Mangalore,12.8703,74.8806,623841
Zhuangyuan,37.3056,120.8275,626683
Glasgow,55.8611,-4.2500,626410
Namangan,40.9953,71.6725,626120
Ulyanovsk,54.3167,48.3667,624518
Irkutsk,52.2833,104.3000,623736
Nanded,19.1700,77.3000,623708
Jos,9.9333,8.8833,622802
Pontianak,-0.0206,109.3414,618388
Villa Nueva,14.5314,-90.5964,618397
Bazhou,39.1235,116.3860,622975
Turpan,42.9500,89.1822,622903
Las Pinas City,14.4500,120.9833,606293
Meihekou,42.5279,125.6780,618251
Jurong,31.9579,119.1595,617706
Feira de Santana,-12.2669,-38.9669,617528
Khabarovsk,48.4833,135.0667,616242
Xinji,37.9423,115.2118,615919
Serang,-6.1200,106.1503,613356
Kandahar,31.6078,65.7053,614254
Sanya,18.2536,109.5019,614647
San Miguel de Tucuman,-26.8167,-65.2167,605767
Yaroslavl,57.6167,39.8500,608079
Zhangshu,28.0667,115.5375,610424
Bagcilar,41.0406,28.8261,556519
Vladivostok,43.1167,131.9000,606589
Kuantan,3.8167,103.3333,607778
Gothenburg,57.6717,11.9810,604829
Cuttack,20.4650,85.8793,606007
Jambi,-1.5900,103.6100,602187
Cimahi,-6.8833,107.5333,586580
Bacolod,10.6765,122.9509,600783
Zhuozhou,39.4887,115.9918,603535
Uberlandia,-18.9189,-48.2769,604013
Tianchang,32.6853,119.0041,602840
Kawaguchi,35.8078,139.7242,593353
Itabashi,35.7667,139.6833,581337
Suginami-ku,35.6833,139.6167,583609
Tuxtla,16.7528,-93.1167,598710
Tumkur,13.3422,77.1017,599078
Leipzig,51.3333,12.3833,597215
Balikpapan,-1.1489,116.9031,598043
Qamdo,31.1375,97.1777,598862
Durban,-29.8583,31.0250,595061
Chanda,19.9500,79.3000,595118
Kagoshima,31.5800,130.5281,593754
Al Hillah,23.4895,46.7564,594605
Makhachkala,42.9833,47.4833,592976
Sihui,23.3448,112.6956,593400
Mar del Plata,-38.0000,-57.5500,593337
Irapuato,20.6667,-101.3500,592953
Brampton,43.6833,-79.7667,593638
Luocheng,30.9793,104.2800,591115
Pereira,4.8143,-75.6946,590554
Dortmund,51.5139,7.4653,587696
Reynosa,26.0922,-98.2778,589466
Chuxiong,25.0461,101.5436,588620
Zahedan,29.4833,60.8667,587730
Jinhua,29.1046,119.6494,586000
Shah Alam,3.0833,101.5333,584340
Cuiaba,-15.5958,-56.0969,585367
Shangzhi,45.2116,127.9620,585386
Essen,51.4508,7.0131,582415
Botou,38.0740,116.5700,584308
Bucaramanga,7.1186,-73.1161,581130
Anyang,37.3925,126.9269,573296
Genoa,44.4072,8.9340,580097
Port Sudan,19.6158,37.2164,579942
Puente Alto,-33.6167,-70.5833,573935
Dehra Dun,30.3180,78.0290,578420
At Ta'if,21.2667,40.4167,579970
Wancheng,18.8000,110.4000,578600
Malaga,36.7194,-4.4200,577405
Hachioji,35.6667,139.3167,575721
Xiulin,29.7211,112.4037,577022
Fu'an,27.1000,119.6333,577000
Tomsk,56.4886,84.9522,572740
Tonala,20.6167,-103.2333,569913
Kumul,42.8322,93.5155,572400
Bristol,51.4500,-2.5833,567111
Luofeng,37.3590,120.3960,570898
Lingyuan,41.2407,119.3957,570660
Irbid,32.5556,35.8500,569068
Huzhou,30.8695,120.0958,569000
Wencheng,19.6167,110.7500,568900
Bremen,53.0769,8.8089,566573
Ciudad Bolivar,8.1167,-63.5500,567953
Durgapur,23.5500,87.3200,566517
Orenburg,51.7667,55.1000,564443
Shenzhou,38.0005,115.5541,566087
Asansol,23.6833,86.9667,563917
Kuiju,36.8528,119.3904,564501
Zhenzhou,32.2739,119.1619,564021
Surakarta,-7.5667,110.8167,552118
Jieshou,33.2605,115.3618,561956
Benguela,-12.5500,13.4167,561775
Ensenada,31.8578,-116.6058,557430
Dangyang,30.8258,111.7910,560000
Kemerovo,55.3333,86.0667,556920
Herat,34.3738,62.1792,556205
Dresden,51.0500,13.7400,554907
Bhavnagar,21.7650,72.1369,554978
Juiz de Fora,-21.7500,-43.3500,555284
Luanzhou,39.7396,118.6978,554315
Hamadan,34.8000,48.5167,554406
Novokuznetsk,53.7500,87.1167,552105
Nellore,14.4333,79.9667,547621
Chiclayo,-6.7630,-79.8366,552508
Manchester,53.4794,-2.2453,547627
Al Hudaydah,14.8022,42.9511,548433
Amravati,20.9333,77.7500,549370
Cabinda,-5.5667,12.2000,550000
Korla,41.7646,86.1527,549324
Huanghua,38.3710,117.3329,548507
Muntinlupa City,14.3833,121.0500,543445
Londrina,-23.3100,-51.1628,548249
Tabuk,28.3838,36.5550,547957
Heroica Matamoros,25.8797,-97.5042,541979
Samarkand,39.6542,66.9597,546303
Xingcheng,40.6189,120.7205,546176
Kaiyuan,42.5380,124.0371,545624
Hannover,52.3744,9.7386,542668
Valledupar,10.4603,-73.2597,544134
Fengcheng,40.4543,124.0646,543933
Ajmer,26.4680,74.6390,542321
Ghulja,43.9000,81.3500,542507
Tinnevelly,8.7289,77.7081,542200
City of Calamba,14.2167,121.1667,539671
Xiangyang,34.2999,108.4816,541554
Fuding,27.2000,120.2000,542000
An Nasiriyah,31.0439,46.2575,541600
Al Hillah,32.4833,44.4333,541034
Ibague,4.4378,-75.2006,541101
Ryazan,54.6167,39.7167,537622
Kassala,15.4500,36.4000,536009
Chang'an,29.4761,113.4480,537500
Kerman,30.2833,57.0667,537718
Koto-ku,35.6667,139.8167,523117
Poznan,52.4083,16.9336,533830
Aksu,41.1664,80.2500,535657
Salta,-24.7883,-65.4106,535303
Astrakhan,46.3333,48.0167,532504
Wuhai,39.6844,106.8158,532902
Mingguang,32.7816,117.9899,532732
Naberezhnyye Chelny,55.7000,52.3333,529797
Antwerp,51.2211,4.3997,529247
Touba,14.8667,-15.8833,529176
Ardabil,38.2500,48.3000,529374
Bikaner,28.0181,73.3169,529007
Lyon,45.7600,4.8400,518635
Agartala,23.8333,91.2667,522613
Ndola,-12.9683,28.6337,528330
Himeji,34.8167,134.6833,527596
Tultitlan de Mariano Escobedo,19.6450,-99.1694,520557
Villavicencio,4.1425,-73.6294,527668
Ailan Mubage,43.9167,81.3167,526745
Bandar `Abbas,27.2000,56.2500,526648
Bac Ninh,21.1861,106.0763,520000
Ciudad Apodaca,25.7833,-100.1833,523370
Santa Teresa del Tuy,10.2333,-66.6500,525321
Maipu,-33.5167,-70.7667,521627
Penza,53.2000,45.0000,523726
Soacha,4.5781,-74.2144,522442
Port Said,31.2500,32.2833,524433
Yucheng,36.9329,116.6403,522878
Meknes,33.8833,-5.5500,520428
Arak,34.0800,49.7000,520944
Pohang,36.0322,129.3650,520305
Longzhou,30.3200,112.2300,520000
Anda,46.4078,125.3252,520000
Jinghong,22.0057,100.7948,519935
Sheffield,53.3808,-1.4703,518090
Utsunomiya,36.5500,139.8833,518197
Suez,29.9667,32.5333,516959
Nuremberg,49.4539,11.0775,515543
Liverpool,53.4075,-2.9919,513441
Surrey,49.1900,-122.8489,517887
Heshan,22.7697,112.9578,516500
Zhoushan,29.9887,122.2049,516000
Ujjain,23.1828,75.7772,515215
Jiaji,19.2431,110.4642,515700
Santa Marta,11.2361,-74.2017,515556
Joinvile,-26.3039,-48.8458,515288
Beining,41.5961,121.7928,514898
Hai Duong,20.9399,106.3309,507469
Carrefour,18.5333,-72.4000,511345
Maturin,9.7457,-63.1832,514046
Homyel',52.4417,30.9833,510300
Ananindeua,-1.3658,-48.3719,510834
Yanji,42.9044,129.5067,513072
Yicheng,31.7117,112.2551,512530
Ulhasnagar,19.2167,73.1500,506098
Lipetsk,52.6167,39.6000,510439
Al `Amarah,31.8333,47.1500,511500
Choloma,15.6333,-88.0000,510456
Sevastopol,44.6000,33.5333,509992
Encheng,22.1879,112.3131,509700
Aden,12.8000,45.0333,507355
Kitwe,-12.8208,28.2119,504194
Matsuyama,33.8333,132.7667,506743
Jhansi,25.4486,78.5696,507000
Kashgar,39.4500,75.9833,506640
Pingtung,22.6761,120.4942,503530
Lapu-Lapu City,10.3127,123.9488,497604
Monteria,8.7600,-75.8856,505334
Ichikawa,35.7219,139.9311,496657
Imus,14.4297,120.9367,496794
Davangere,14.4667,75.9167,503564
Jammu,32.7333,74.8500,502197
Yiwu,29.3081,120.0698,502000
Belas,-9.0689,13.1608,500000
Talatona,-8.9167,13.1833,500000
Ile-Ife,7.4667,4.5667,501952
Kirov,58.6000,49.6500,501468
Jiaxing,30.7522,120.7500,500100
Mykolaiv,46.9667,32.0000,498748
Meicheng,30.6412,116.5689,500292
Niteroi,-22.8833,-43.1036,496696
Matsudo,35.7878,139.9031,492367
Sukkur,27.6995,68.8673,499900
Oujda-Angad,34.6867,-1.9114,494252
Taozhou,30.8956,119.4110,499132
